ID,Class,Path,Band
14.9583.42,EC,14.9583.42.dat,1.0
14.9585.7,LPV,14.9585.7.dat,1.0
14.9585.10,LPV,14.9585.10.dat,1.0
14.9585.11,Cep_1,14.9585.11.dat,1.0
14.9585.32,EC,14.9585.32.dat,1.0
14.9585.48,Cep_1,14.9585.48.dat,1.0
14.9585.771,RRab,14.9585.771.dat,1.0
14.9585.918,RRc,14.9585.918.dat,1.0
14.9586.30,Cep_0,14.9586.30.dat,1.0
14.9586.41,EC,14.9586.41.dat,1.0
14.9586.42,LPV,14.9586.42.dat,1.0
14.9586.500,EC,14.9586.500.dat,1.0
14.9586.675,RRab,14.9586.675.dat,1.0
14.9586.684,RRab,14.9586.684.dat,1.0
14.9586.966,RRc,14.9586.966.dat,1.0
14.9586.970,RRab,14.9586.970.dat,1.0
14.9586.1283,RRab,14.9586.1283.dat,1.0
14.9587.18,Cep_0,14.9587.18.dat,1.0
14.9587.211,EC,14.9587.211.dat,1.0
14.9587.266,EC,14.9587.266.dat,1.0
14.9587.639,RRab,14.9587.639.dat,1.0
14.9587.828,RRc,14.9587.828.dat,1.0
14.9587.869,RRab,14.9587.869.dat,1.0
14.9587.965,RRab,14.9587.965.dat,1.0
14.9587.1028,RRab,14.9587.1028.dat,1.0
14.9588.6,LPV,14.9588.6.dat,1.0
14.9588.15,Cep_0,14.9588.15.dat,1.0
14.9588.31,Cep_0,14.9588.31.dat,1.0
14.9588.549,RRab,14.9588.549.dat,1.0
14.9588.845,RRab,14.9588.845.dat,1.0
14.9588.864,RRc,14.9588.864.dat,1.0
14.9589.579,LPV,14.9589.579.dat,1.0
14.9589.588,Cep_0,14.9589.588.dat,1.0
14.9589.665,EC,14.9589.665.dat,1.0
14.9589.822,EC,14.9589.822.dat,1.0
14.9589.1469,RRc,14.9589.1469.dat,1.0
14.9590.2939,EC,14.9590.2939.dat,1.0
14.9590.3565,RRab,14.9590.3565.dat,1.0
14.9590.3695,RRab,14.9590.3695.dat,1.0
14.9590.3733,RRab,14.9590.3733.dat,1.0
14.9590.3875,RRab,14.9590.3875.dat,1.0
14.9590.3902,RRc,14.9590.3902.dat,1.0
14.9590.3924,RRab,14.9590.3924.dat,1.0
14.9590.4276,RRab,14.9590.4276.dat,1.0
14.9591.3572,RRab,14.9591.3572.dat,1.0
14.9701.4,LPV,14.9701.4.dat,1.0
14.9702.11,LPV,14.9702.11.dat,1.0
14.9702.12,LPV,14.9702.12.dat,1.0
14.9702.13,EC,14.9702.13.dat,1.0
14.9702.401,RRc,14.9702.401.dat,1.0
14.9703.165,EC,14.9703.165.dat,1.0
14.9703.378,RRab,14.9703.378.dat,1.0
14.9703.441,RRab,14.9703.441.dat,1.0
14.9703.450,RRc,14.9703.450.dat,1.0
14.9703.520,RRab,14.9703.520.dat,1.0
14.9703.521,RRab,14.9703.521.dat,1.0
14.9703.651,EC,14.9703.651.dat,1.0
14.9703.672,RRab,14.9703.672.dat,1.0
14.9704.253,RRab,14.9704.253.dat,1.0
14.9704.262,EC,14.9704.262.dat,1.0
14.9704.334,EC,14.9704.334.dat,1.0
14.9704.657,RRc,14.9704.657.dat,1.0
14.9705.135,EC,14.9705.135.dat,1.0
14.9705.332,RRab,14.9705.332.dat,1.0
14.9706.19,EC,14.9706.19.dat,1.0
14.9707.99,EC,14.9707.99.dat,1.0
14.9708.26,Cep_0,14.9708.26.dat,1.0
14.9709.47,LPV,14.9709.47.dat,1.0
14.9709.59,EC,14.9709.59.dat,1.0
14.9709.84,EC,14.9709.84.dat,1.0
14.9709.479,RRab,14.9709.479.dat,1.0
14.9709.627,RRab,14.9709.627.dat,1.0
14.9710.570,LPV,14.9710.570.dat,1.0
14.9710.599,Cep_1,14.9710.599.dat,1.0
14.9710.1084,RRab,14.9710.1084.dat,1.0
14.9711.3580,RRab,14.9711.3580.dat,1.0
14.9711.3641,RRab,14.9711.3641.dat,1.0
14.9711.3741,RRab,14.9711.3741.dat,1.0
14.9712.2999,EC,14.9712.2999.dat,1.0
15.9821.7,LPV,15.9821.7.dat,1.0
15.9821.17,LPV,15.9821.17.dat,1.0
15.9821.198,RRab,15.9821.198.dat,1.0
15.9821.235,RRab,15.9821.235.dat,1.0
15.9822.333,RRab,15.9822.333.dat,1.0
15.9823.5,LPV,15.9823.5.dat,1.0
15.9823.319,RRab,15.9823.319.dat,1.0
15.9826.95,EC,15.9826.95.dat,1.0
15.9826.162,RRc,15.9826.162.dat,1.0
15.9827.4,Cep_0,15.9827.4.dat,1.0
15.9827.159,RRab,15.9827.159.dat,1.0
15.9828.3,LPV,15.9828.3.dat,1.0
15.9828.200,RRab,15.9828.200.dat,1.0
15.9829.5,LPV,15.9829.5.dat,1.0
15.9829.137,EC,15.9829.137.dat,1.0
15.9830.7,LPV,15.9830.7.dat,1.0
15.9831.1274,RRab,15.9831.1274.dat,1.0
15.9942.15,LPV,15.9942.15.dat,1.0
15.9942.564,RRab,15.9942.564.dat,1.0
15.9942.675,UNK,15.9942.675.dat,1.0
15.9943.10,LPV,15.9943.10.dat,1.0
15.9943.14,LPV,15.9943.14.dat,1.0
15.9943.664,UNK,15.9943.664.dat,1.0
15.9943.676,RRab,15.9943.676.dat,1.0
15.9943.714,RRc,15.9943.714.dat,1.0
15.9944.13,LPV,15.9944.13.dat,1.0
15.9944.28,LPV,15.9944.28.dat,1.0
15.9944.37,LPV,15.9944.37.dat,1.0
15.9944.822,RRc,15.9944.822.dat,1.0
15.9945.173,EC,15.9945.173.dat,1.0
15.9945.653,RRab,15.9945.653.dat,1.0
15.9946.4,LPV,15.9946.4.dat,1.0
15.9946.7,EC,15.9946.7.dat,1.0
15.9946.19,LPV,15.9946.19.dat,1.0
15.9946.34,Cep_0,15.9946.34.dat,1.0
15.9946.47,EC,15.9946.47.dat,1.0
15.9946.63,EC,15.9946.63.dat,1.0
15.9946.174,EC,15.9946.174.dat,1.0
15.9946.923,UNK,15.9946.923.dat,1.0
15.9947.338,UNK,15.9947.338.dat,1.0
15.9947.1287,EC,15.9947.1287.dat,1.0
15.9947.1299,EC,15.9947.1299.dat,1.0
15.9948.13,LPV,15.9948.13.dat,1.0
15.9948.14,LPV,15.9948.14.dat,1.0
15.9948.19,EC,15.9948.19.dat,1.0
15.9948.22,LPV,15.9948.22.dat,1.0
15.9948.28,LPV,15.9948.28.dat,1.0
15.9948.49,Cep_0,15.9948.49.dat,1.0
15.9948.53,EC,15.9948.53.dat,1.0
15.9948.593,RRc,15.9948.593.dat,1.0
15.9948.936,RRab,15.9948.936.dat,1.0
15.9949.14,Cep_0,15.9949.14.dat,1.0
15.9949.339,EC,15.9949.339.dat,1.0
15.9949.536,RRab,15.9949.536.dat,1.0
15.9949.541,RRab,15.9949.541.dat,1.0
15.9950.7,LPV,15.9950.7.dat,1.0
15.9950.18,LPV,15.9950.18.dat,1.0
15.9950.607,RRab,15.9950.607.dat,1.0
15.9950.616,RRab,15.9950.616.dat,1.0
15.9950.758,RRab,15.9950.758.dat,1.0
15.9950.876,UNK,15.9950.876.dat,1.0
15.9951.8,LPV,15.9951.8.dat,1.0
15.9951.9,LPV,15.9951.9.dat,1.0
15.9951.10,LPV,15.9951.10.dat,1.0
15.9951.20,LPV,15.9951.20.dat,1.0
15.9951.24,LPV,15.9951.24.dat,1.0
15.9951.27,Cep_0,15.9951.27.dat,1.0
15.9951.60,EC,15.9951.60.dat,1.0
15.9951.102,EC,15.9951.102.dat,1.0
15.9951.228,EC,15.9951.228.dat,1.0
15.9951.597,RRab,15.9951.597.dat,1.0
15.9951.893,RRab,15.9951.893.dat,1.0
15.9952.2505,LPV,15.9952.2505.dat,1.0
15.9952.2508,LPV,15.9952.2508.dat,1.0
15.9952.2511,LPV,15.9952.2511.dat,1.0
15.9952.2512,LPV,15.9952.2512.dat,1.0
15.9952.2664,EC,15.9952.2664.dat,1.0
15.9952.2737,UNK,15.9952.2737.dat,1.0
15.9952.2887,EC,15.9952.2887.dat,1.0
15.9952.3287,RRab,15.9952.3287.dat,1.0
15.9952.3389,RRc,15.9952.3389.dat,1.0
15.10063.10,LPV,15.10063.10.dat,1.0
15.10063.12,LPV,15.10063.12.dat,1.0
15.10063.803,RRab,15.10063.803.dat,1.0
15.10064.9,LPV,15.10064.9.dat,1.0
15.10064.662,RRc,15.10064.662.dat,1.0
15.10065.19,LPV,15.10065.19.dat,1.0
15.10065.326,EC,15.10065.326.dat,1.0
15.10065.498,RRab,15.10065.498.dat,1.0
15.10066.15,LPV,15.10066.15.dat,1.0
15.10066.16,LPV,15.10066.16.dat,1.0
15.10066.20,LPV,15.10066.20.dat,1.0
15.10066.22,LPV,15.10066.22.dat,1.0
15.10066.24,LPV,15.10066.24.dat,1.0
15.10066.61,Cep_1,15.10066.61.dat,1.0
15.10066.119,EC,15.10066.119.dat,1.0
15.10066.206,EC,15.10066.206.dat,1.0
15.10066.638,RRab,15.10066.638.dat,1.0
15.10066.730,RRab,15.10066.730.dat,1.0
15.10066.781,RRc,15.10066.781.dat,1.0
15.10067.123,EC,15.10067.123.dat,1.0
15.10067.272,EC,15.10067.272.dat,1.0
15.10067.723,RRab,15.10067.723.dat,1.0
15.10067.760,EC,15.10067.760.dat,1.0
15.10067.912,RRab,15.10067.912.dat,1.0
15.10068.15,LPV,15.10068.15.dat,1.0
15.10068.297,RRab,15.10068.297.dat,1.0
15.10068.325,RRab,15.10068.325.dat,1.0
15.10068.1302,EC,15.10068.1302.dat,1.0
15.10069.9,LPV,15.10069.9.dat,1.0
15.10069.12,LPV,15.10069.12.dat,1.0
15.10069.21,Cep_0,15.10069.21.dat,1.0
15.10069.94,EC,15.10069.94.dat,1.0
15.10069.567,RRab,15.10069.567.dat,1.0
15.10069.680,RRc,15.10069.680.dat,1.0
15.10069.816,RRab,15.10069.816.dat,1.0
15.10069.823,RRab,15.10069.823.dat,1.0
15.10069.840,RRab,15.10069.840.dat,1.0
15.10069.1132,RRab,15.10069.1132.dat,1.0
15.10069.1366,EC,15.10069.1366.dat,1.0
15.10070.13,LPV,15.10070.13.dat,1.0
15.10070.15,LPV,15.10070.15.dat,1.0
15.10070.19,LPV,15.10070.19.dat,1.0
15.10070.27,Cep_1,15.10070.27.dat,1.0
15.10070.34,EC,15.10070.34.dat,1.0
15.10070.70,Cep_1,15.10070.70.dat,1.0
15.10070.95,EC,15.10070.95.dat,1.0
15.10070.735,RRab,15.10070.735.dat,1.0
15.10070.969,RRab,15.10070.969.dat,1.0
15.10071.10,LPV,15.10071.10.dat,1.0
15.10071.12,LPV,15.10071.12.dat,1.0
15.10071.15,EC,15.10071.15.dat,1.0
15.10071.20,LPV,15.10071.20.dat,1.0
15.10071.83,EC,15.10071.83.dat,1.0
15.10071.226,EC,15.10071.226.dat,1.0
15.10071.765,RRc,15.10071.765.dat,1.0
15.10071.888,RRc,15.10071.888.dat,1.0
15.10072.10,LPV,15.10072.10.dat,1.0
15.10072.13,EC,15.10072.13.dat,1.0
15.10072.17,LPV,15.10072.17.dat,1.0
15.10072.21,Cep_0,15.10072.21.dat,1.0
15.10072.818,UNK,15.10072.818.dat,1.0
15.10072.918,RRc,15.10072.918.dat,1.0
15.10072.936,RRc,15.10072.936.dat,1.0
15.10072.1034,RRab,15.10072.1034.dat,1.0
15.10073.2311,LPV,15.10073.2311.dat,1.0
15.10073.2313,LPV,15.10073.2313.dat,1.0
15.10073.2316,LPV,15.10073.2316.dat,1.0
15.10073.2318,LPV,15.10073.2318.dat,1.0
15.10073.2323,LPV,15.10073.2323.dat,1.0
15.10073.2333,Cep_0,15.10073.2333.dat,1.0
15.10073.2344,LPV,15.10073.2344.dat,1.0
15.10073.2564,EC,15.10073.2564.dat,1.0
15.10073.2911,RRab,15.10073.2911.dat,1.0
15.10073.2925,RRab,15.10073.2925.dat,1.0
15.10073.2983,RRab,15.10073.2983.dat,1.0
15.10073.3359,RRab,15.10073.3359.dat,1.0
15.10184.14,LPV,15.10184.14.dat,1.0
15.10184.124,EC,15.10184.124.dat,1.0
15.10185.11,LPV,15.10185.11.dat,1.0
15.10185.12,LPV,15.10185.12.dat,1.0
15.10185.13,LPV,15.10185.13.dat,1.0
15.10185.21,EC,15.10185.21.dat,1.0
15.10185.80,EC,15.10185.80.dat,1.0
15.10185.757,RRab,15.10185.757.dat,1.0
15.10186.6,LPV,15.10186.6.dat,1.0
15.10186.8,LPV,15.10186.8.dat,1.0
15.10186.665,EC,15.10186.665.dat,1.0
15.10187.8,LPV,15.10187.8.dat,1.0
15.10187.10,LPV,15.10187.10.dat,1.0
15.10187.15,LPV,15.10187.15.dat,1.0
15.10187.682,RRab,15.10187.682.dat,1.0
15.10187.691,RRab,15.10187.691.dat,1.0
15.10187.974,RRab,15.10187.974.dat,1.0
15.10188.14,EC,15.10188.14.dat,1.0
15.10188.16,LPV,15.10188.16.dat,1.0
15.10188.17,LPV,15.10188.17.dat,1.0
15.10188.19,LPV,15.10188.19.dat,1.0
15.10188.23,LPV,15.10188.23.dat,1.0
15.10188.24,EC,15.10188.24.dat,1.0
15.10188.30,LPV,15.10188.30.dat,1.0
15.10188.80,EC,15.10188.80.dat,1.0
15.10189.8,LPV,15.10189.8.dat,1.0
15.10189.289,RRab,15.10189.289.dat,1.0
15.10189.1376,LPV,15.10189.1376.dat,1.0
15.10189.1455,EC,15.10189.1455.dat,1.0
15.10190.38,LPV,15.10190.38.dat,1.0
15.10190.47,EC,15.10190.47.dat,1.0
15.10190.740,RRc,15.10190.740.dat,1.0
15.10191.9,LPV,15.10191.9.dat,1.0
15.10191.11,LPV,15.10191.11.dat,1.0
15.10191.45,Cep_0,15.10191.45.dat,1.0
15.10191.50,Cep_1,15.10191.50.dat,1.0
15.10191.837,RRab,15.10191.837.dat,1.0
15.10191.1041,RRab,15.10191.1041.dat,1.0
15.10192.16,LPV,15.10192.16.dat,1.0
15.10192.17,LPV,15.10192.17.dat,1.0
15.10192.19,Cep_0,15.10192.19.dat,1.0
15.10192.41,Cep_0,15.10192.41.dat,1.0
15.10192.51,Cep_0,15.10192.51.dat,1.0
15.10192.146,LPV,15.10192.146.dat,1.0
15.10192.822,EC,15.10192.822.dat,1.0
15.10192.879,RRab,15.10192.879.dat,1.0
15.10193.10,LPV,15.10193.10.dat,1.0
15.10193.985,RRab,15.10193.985.dat,1.0
15.10193.1142,RRab,15.10193.1142.dat,1.0
15.10193.1299,RRab,15.10193.1299.dat,1.0
15.10194.2438,LPV,15.10194.2438.dat,1.0
15.10194.2440,LPV,15.10194.2440.dat,1.0
15.10194.2441,LPV,15.10194.2441.dat,1.0
15.10194.2442,LPV,15.10194.2442.dat,1.0
15.10194.2443,LPV,15.10194.2443.dat,1.0
15.10194.2444,LPV,15.10194.2444.dat,1.0
15.10194.2445,LPV,15.10194.2445.dat,1.0
15.10194.2448,LPV,15.10194.2448.dat,1.0
15.10194.2468,LPV,15.10194.2468.dat,1.0
15.10194.3299,RRab,15.10194.3299.dat,1.0
15.10194.3336,RRab,15.10194.3336.dat,1.0
15.10305.12,LPV,15.10305.12.dat,1.0
15.10305.17,LPV,15.10305.17.dat,1.0
15.10305.20,LPV,15.10305.20.dat,1.0
15.10306.16,LPV,15.10306.16.dat,1.0
15.10306.94,EC,15.10306.94.dat,1.0
15.10306.316,RRab,15.10306.316.dat,1.0
15.10306.761,RRab,15.10306.761.dat,1.0
15.10307.10,LPV,15.10307.10.dat,1.0
15.10307.12,LPV,15.10307.12.dat,1.0
15.10307.15,LPV,15.10307.15.dat,1.0
15.10307.21,LPV,15.10307.21.dat,1.0
15.10307.35,LPV,15.10307.35.dat,1.0
15.10307.80,EC,15.10307.80.dat,1.0
15.10307.549,RRc,15.10307.549.dat,1.0
15.10307.597,RRc,15.10307.597.dat,1.0
15.10308.16,LPV,15.10308.16.dat,1.0
15.10308.149,EC,15.10308.149.dat,1.0
15.10308.615,RRab,15.10308.615.dat,1.0
15.10308.620,RRc,15.10308.620.dat,1.0
15.10308.653,RRab,15.10308.653.dat,1.0
15.10309.10,LPV,15.10309.10.dat,1.0
15.10309.11,LPV,15.10309.11.dat,1.0
15.10309.843,RRc,15.10309.843.dat,1.0
15.10310.9,Cep_0,15.10310.9.dat,1.0
15.10310.1451,LPV,15.10310.1451.dat,1.0
15.10310.1688,RRab,15.10310.1688.dat,1.0
15.10311.15,LPV,15.10311.15.dat,1.0
15.10311.782,RRc,15.10311.782.dat,1.0
15.10311.797,RRab,15.10311.797.dat,1.0
15.10311.1041,RRab,15.10311.1041.dat,1.0
15.10312.9,LPV,15.10312.9.dat,1.0
15.10312.13,LPV,15.10312.13.dat,1.0
15.10313.16,LPV,15.10313.16.dat,1.0
15.10313.42,LPV,15.10313.42.dat,1.0
15.10313.559,RRab,15.10313.559.dat,1.0
15.10313.606,RRc,15.10313.606.dat,1.0
15.10313.776,RRab,15.10313.776.dat,1.0
15.10314.10,LPV,15.10314.10.dat,1.0
15.10314.12,LPV,15.10314.12.dat,1.0
15.10314.14,EC,15.10314.14.dat,1.0
15.10314.15,Cep_1,15.10314.15.dat,1.0
15.10314.26,EC,15.10314.26.dat,1.0
15.10314.144,EC,15.10314.144.dat,1.0
15.10314.1066,RRab,15.10314.1066.dat,1.0
15.10315.2632,LPV,15.10315.2632.dat,1.0
15.10315.2634,LPV,15.10315.2634.dat,1.0
15.10315.2637,LPV,15.10315.2637.dat,1.0
15.10315.2659,LPV,15.10315.2659.dat,1.0
15.10315.2692,EC,15.10315.2692.dat,1.0
15.10315.3318,RRab,15.10315.3318.dat,1.0
15.10315.3630,RRab,15.10315.3630.dat,1.0
15.10426.10,LPV,15.10426.10.dat,1.0
15.10426.11,LPV,15.10426.11.dat,1.0
15.10426.13,LPV,15.10426.13.dat,1.0
15.10426.14,LPV,15.10426.14.dat,1.0
15.10426.15,LPV,15.10426.15.dat,1.0
15.10426.20,LPV,15.10426.20.dat,1.0
15.10426.24,Cep_1,15.10426.24.dat,1.0
15.10426.477,RRab,15.10426.477.dat,1.0
15.10427.7,LPV,15.10427.7.dat,1.0
15.10427.514,RRc,15.10427.514.dat,1.0
15.10427.924,RRab,15.10427.924.dat,1.0
15.10428.8,LPV,15.10428.8.dat,1.0
15.10428.9,LPV,15.10428.9.dat,1.0
15.10428.13,LPV,15.10428.13.dat,1.0
15.10428.19,LPV,15.10428.19.dat,1.0
15.10428.60,EC,15.10428.60.dat,1.0
15.10428.133,EC,15.10428.133.dat,1.0
15.10428.573,RRc,15.10428.573.dat,1.0
15.10429.8,LPV,15.10429.8.dat,1.0
15.10429.9,LPV,15.10429.9.dat,1.0
15.10429.12,LPV,15.10429.12.dat,1.0
15.10429.13,EC,15.10429.13.dat,1.0
15.10429.161,EC,15.10429.161.dat,1.0
15.10429.199,EC,15.10429.199.dat,1.0
15.10429.375,RRab,15.10429.375.dat,1.0
15.10429.616,RRab,15.10429.616.dat,1.0
15.10429.1730,EC,15.10429.1730.dat,1.0
15.10430.164,EC,15.10430.164.dat,1.0
15.10431.29,LPV,15.10431.29.dat,1.0
15.10431.291,RRab,15.10431.291.dat,1.0
15.10432.8,LPV,15.10432.8.dat,1.0
15.10432.11,LPV,15.10432.11.dat,1.0
15.10432.194,EC,15.10432.194.dat,1.0
15.10432.283,EC,15.10432.283.dat,1.0
15.10432.743,RRab,15.10432.743.dat,1.0
15.10433.17,LPV,15.10433.17.dat,1.0
15.10433.28,EC,15.10433.28.dat,1.0
15.10433.31,EC,15.10433.31.dat,1.0
15.10433.787,RRc,15.10433.787.dat,1.0
15.10434.19,LPV,15.10434.19.dat,1.0
15.10434.38,Cep_0,15.10434.38.dat,1.0
15.10434.83,EC,15.10434.83.dat,1.0
15.10434.401,EC,15.10434.401.dat,1.0
15.10434.863,RRab,15.10434.863.dat,1.0
15.10434.947,RRab,15.10434.947.dat,1.0
15.10435.19,LPV,15.10435.19.dat,1.0
15.10435.21,LPV,15.10435.21.dat,1.0
15.10435.22,LPV,15.10435.22.dat,1.0
15.10435.23,Cep_0,15.10435.23.dat,1.0
15.10435.24,EC,15.10435.24.dat,1.0
15.10435.56,Cep_0,15.10435.56.dat,1.0
15.10435.59,Cep_1,15.10435.59.dat,1.0
15.10435.113,EC,15.10435.113.dat,1.0
15.10435.261,EC,15.10435.261.dat,1.0
15.10436.2762,LPV,15.10436.2762.dat,1.0
15.10436.2764,LPV,15.10436.2764.dat,1.0
15.10436.2766,LPV,15.10436.2766.dat,1.0
15.10436.2768,LPV,15.10436.2768.dat,1.0
15.10436.2778,LPV,15.10436.2778.dat,1.0
15.10436.2780,LPV,15.10436.2780.dat,1.0
15.10436.3432,RRab,15.10436.3432.dat,1.0
15.10436.3555,RRab,15.10436.3555.dat,1.0
15.10436.3594,RRc,15.10436.3594.dat,1.0
15.10436.3749,RRab,15.10436.3749.dat,1.0
15.10436.3756,EC,15.10436.3756.dat,1.0
15.10436.3933,RRab,15.10436.3933.dat,1.0
15.10547.79,EC,15.10547.79.dat,1.0
15.10548.10,LPV,15.10548.10.dat,1.0
15.10548.1754,LPV,15.10548.1754.dat,1.0
15.10549.10,LPV,15.10549.10.dat,1.0
15.10549.180,EC,15.10549.180.dat,1.0
15.10549.415,RRab,15.10549.415.dat,1.0
15.10550.155,EC,15.10550.155.dat,1.0
15.10550.374,RRc,15.10550.374.dat,1.0
15.10550.495,RRc,15.10550.495.dat,1.0
15.10550.825,EC,15.10550.825.dat,1.0
15.10551.12,LPV,15.10551.12.dat,1.0
15.10551.13,LPV,15.10551.13.dat,1.0
15.10551.1989,EC,15.10551.1989.dat,1.0
15.10552.9,EC,15.10552.9.dat,1.0
15.10552.19,LPV,15.10552.19.dat,1.0
15.10552.97,EC,15.10552.97.dat,1.0
15.10552.270,RRab,15.10552.270.dat,1.0
15.10552.950,LPV,15.10552.950.dat,1.0
15.10552.2102,RRab,15.10552.2102.dat,1.0
15.10555.10,LPV,15.10555.10.dat,1.0
15.10555.85,EC,15.10555.85.dat,1.0
15.10555.435,RRab,15.10555.435.dat,1.0
15.10555.584,RRab,15.10555.584.dat,1.0
15.10555.681,RRab,15.10555.681.dat,1.0
15.10555.683,RRc,15.10555.683.dat,1.0
15.10557.2359,LPV,15.10557.2359.dat,1.0
15.10557.2420,EC,15.10557.2420.dat,1.0
15.10557.2699,RRab,15.10557.2699.dat,1.0
15.10557.2836,RRc,15.10557.2836.dat,1.0
15.10557.2954,RRc,15.10557.2954.dat,1.0
15.10557.2968,RRab,15.10557.2968.dat,1.0
15.10557.3521,EC,15.10557.3521.dat,1.0
15.10668.490,RRab,15.10668.490.dat,1.0
15.10668.628,RRab,15.10668.628.dat,1.0
15.10669.10,LPV,15.10669.10.dat,1.0
15.10669.459,RRab,15.10669.459.dat,1.0
15.10669.627,RRab,15.10669.627.dat,1.0
15.10669.638,RRab,15.10669.638.dat,1.0
15.10670.10,LPV,15.10670.10.dat,1.0
15.10670.15,LPV,15.10670.15.dat,1.0
15.10670.394,EC,15.10670.394.dat,1.0
15.10670.467,RRab,15.10670.467.dat,1.0
15.10670.583,RRc,15.10670.583.dat,1.0
15.10671.8,LPV,15.10671.8.dat,1.0
15.10671.24,EC,15.10671.24.dat,1.0
15.10671.500,RRc,15.10671.500.dat,1.0
15.10671.601,EC,15.10671.601.dat,1.0
15.10672.17,LPV,15.10672.17.dat,1.0
15.10672.18,LPV,15.10672.18.dat,1.0
15.10672.19,LPV,15.10672.19.dat,1.0
15.10672.42,EC,15.10672.42.dat,1.0
15.10673.7,EC,15.10673.7.dat,1.0
15.10673.11,LPV,15.10673.11.dat,1.0
15.10673.14,Cep_1,15.10673.14.dat,1.0
15.10673.48,EC,15.10673.48.dat,1.0
15.10673.247,RRab,15.10673.247.dat,1.0
15.10673.360,RRab,15.10673.360.dat,1.0
15.10674.13,LPV,15.10674.13.dat,1.0
15.10674.19,LPV,15.10674.19.dat,1.0
15.10674.55,EC,15.10674.55.dat,1.0
15.10674.504,RRab,15.10674.504.dat,1.0
15.10674.695,RRc,15.10674.695.dat,1.0
15.10675.15,LPV,15.10675.15.dat,1.0
15.10675.16,Cep_0,15.10675.16.dat,1.0
15.10675.69,Cep_1,15.10675.69.dat,1.0
15.10675.278,EC,15.10675.278.dat,1.0
15.10675.1203,RRab,15.10675.1203.dat,1.0
15.10676.39,EC,15.10676.39.dat,1.0
15.10676.692,RRab,15.10676.692.dat,1.0
15.10676.2047,EC,15.10676.2047.dat,1.0
15.10677.15,LPV,15.10677.15.dat,1.0
15.10677.16,LPV,15.10677.16.dat,1.0
15.10677.29,Cep_0,15.10677.29.dat,1.0
15.10677.82,EC,15.10677.82.dat,1.0
15.10677.1066,RRc,15.10677.1066.dat,1.0
15.10678.2417,LPV,15.10678.2417.dat,1.0
15.10678.2430,Cep_0,15.10678.2430.dat,1.0
15.10678.2432,Cep_0,15.10678.2432.dat,1.0
15.10678.2444,EC,15.10678.2444.dat,1.0
15.10678.2679,EC,15.10678.2679.dat,1.0
15.10678.3063,RRab,15.10678.3063.dat,1.0
15.10678.3626,RRc,15.10678.3626.dat,1.0
15.10789.14,LPV,15.10789.14.dat,1.0
15.10789.205,EC,15.10789.205.dat,1.0
15.10790.14,LPV,15.10790.14.dat,1.0
15.10790.21,Cep_1,15.10790.21.dat,1.0
15.10790.25,LPV,15.10790.25.dat,1.0
15.10790.40,EC,15.10790.40.dat,1.0
15.10791.548,RRab,15.10791.548.dat,1.0
15.10792.19,LPV,15.10792.19.dat,1.0
15.10793.10,LPV,15.10793.10.dat,1.0
15.10793.263,RRab,15.10793.263.dat,1.0
15.10793.663,RRab,15.10793.663.dat,1.0
15.10794.176,RRab,15.10794.176.dat,1.0
15.10794.1312,LPV,15.10794.1312.dat,1.0
15.10794.1335,EC,15.10794.1335.dat,1.0
15.10794.1362,EC,15.10794.1362.dat,1.0
15.10795.13,LPV,15.10795.13.dat,1.0
15.10795.159,EC,15.10795.159.dat,1.0
15.10795.205,EC,15.10795.205.dat,1.0
15.10795.272,RRab,15.10795.272.dat,1.0
15.10795.743,RRab,15.10795.743.dat,1.0
15.10795.916,RRc,15.10795.916.dat,1.0
15.10796.7,LPV,15.10796.7.dat,1.0
15.10796.88,EC,15.10796.88.dat,1.0
15.10796.770,RRab,15.10796.770.dat,1.0
15.10797.11,LPV,15.10797.11.dat,1.0
15.10797.16,LPV,15.10797.16.dat,1.0
15.10797.68,EC,15.10797.68.dat,1.0
15.10797.762,RRc,15.10797.762.dat,1.0
15.10797.871,RRc,15.10797.871.dat,1.0
15.10798.16,LPV,15.10798.16.dat,1.0
15.10798.22,LPV,15.10798.22.dat,1.0
15.10798.50,EC,15.10798.50.dat,1.0
15.10798.169,EC,15.10798.169.dat,1.0
15.10798.457,EC,15.10798.457.dat,1.0
15.10799.2388,LPV,15.10799.2388.dat,1.0
15.10799.2391,LPV,15.10799.2391.dat,1.0
15.10799.2395,LPV,15.10799.2395.dat,1.0
15.10799.2398,EC,15.10799.2398.dat,1.0
15.10799.2453,EC,15.10799.2453.dat,1.0
15.10799.2479,EC,15.10799.2479.dat,1.0
15.10799.2932,EC,15.10799.2932.dat,1.0
15.10799.3311,RRab,15.10799.3311.dat,1.0
15.10910.12,LPV,15.10910.12.dat,1.0
15.10910.320,RRab,15.10910.320.dat,1.0
15.10911.53,EC,15.10911.53.dat,1.0
15.10911.239,EC,15.10911.239.dat,1.0
15.10911.457,RRc,15.10911.457.dat,1.0
15.10912.11,LPV,15.10912.11.dat,1.0
15.10912.13,LPV,15.10912.13.dat,1.0
15.10912.431,RRab,15.10912.431.dat,1.0
15.10912.514,RRc,15.10912.514.dat,1.0
15.10913.5,LPV,15.10913.5.dat,1.0
15.10913.168,EC,15.10913.168.dat,1.0
15.10913.209,EC,15.10913.209.dat,1.0
15.10914.77,EC,15.10914.77.dat,1.0
15.10914.345,EC,15.10914.345.dat,1.0
